                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.66926,                 1.2021,                0.52995,                0.97672,                0.84943,                 0.7844,                0.86137,                0.67697,                0.79285,                0.73779,                0.78171,                0.60226,                0.80087,                 1.4525,                0.71879,                  1.039,             0.00073622,             0.00073622,             0.00073622
                     99,                0.65796,                 1.1318,                 0.5209,                0.96943,                0.81613,                0.84161,                0.85678,                0.67095,                0.74172,                0.79936,                0.78443,                0.60267,                 0.7974,                 1.4065,                0.69544,                 1.0507,             0.00073442,             0.00073442,             0.00073442
                    100,                0.67368,                   1.13,                0.53387,                 0.9758,                0.83983,                 0.8173,                 0.8522,                0.66939,                 0.8328,                0.80855,                  0.843,                0.61289,                0.78929,                 1.4485,                0.68539,                  1.042,             0.00073262,             0.00073262,             0.00073262
                    101,                0.65739,                 1.1507,                0.52018,                0.96267,                0.78851,                0.82465,                0.87148,                0.67193,                0.74449,                0.71945,                0.76622,                 0.5823,                0.79871,                 1.4881,                0.68214,                 1.0551,             0.00073082,             0.00073082,             0.00073082
                    102,                0.67747,                 1.1371,                0.52921,                0.97308,                 0.8416,                0.77392,                0.84735,                0.66958,                0.79361,                0.77048,                0.80472,                0.60434,                0.84079,                 1.5161,                0.71154,                 1.0793,             0.00072902,             0.00072902,             0.00072902
                    103,                0.66079,                 1.1113,                0.51638,                0.97045,                0.81708,                0.82522,                0.83574,                0.66406,                0.79059,                0.80505,                0.79851,                0.60205,                0.80826,                 1.4615,                0.68646,                 1.0871,             0.00072722,             0.00072722,             0.00072722
                    104,                0.66599,                 1.1115,                0.51533,                0.96803,                0.87041,                0.73634,                0.86222,                0.67522,                0.78356,                0.68046,                0.78308,                0.58985,                0.81583,                 1.3736,                0.72838,                 1.0767,             0.00072542,             0.00072542,             0.00072542
                    105,                0.66236,                  1.152,                0.52739,                0.96763,                 0.8768,                0.76127,                0.86354,                0.68903,                0.84544,                0.74496,                0.83014,                0.61321,                0.77531,                 1.4061,                0.70542,                 1.0168,             0.00072362,             0.00072362,             0.00072362
                    106,                 0.6625,                 1.1284,                0.50783,                 0.9611,                0.86228,                0.76425,                0.85657,                0.68771,                0.83966,                 0.7553,                0.82702,                0.60388,                0.75519,                  1.431,                0.69219,                 1.0111,             0.00072182,             0.00072182,             0.00072182
                    107,                0.66295,                 1.1643,                0.51757,                0.96556,                0.90358,                0.76379,                0.84951,                0.66691,                0.82719,                0.72839,                0.76456,                0.57913,                0.78139,                 1.5297,                0.69121,                 1.0311,             0.00072002,             0.00072002,             0.00072002
                    108,                0.66433,                 1.1404,                0.52025,                0.96943,                0.85193,                0.79907,                0.86335,                0.69088,                0.78456,                0.75236,                0.76974,                0.58556,                0.78023,                 1.4939,                0.72804,                 1.0284,             0.00071822,             0.00071822,             0.00071822
                    109,                0.65753,                 1.1013,                0.51051,                0.96077,                0.85089,                0.76622,                0.87403,                0.69488,                  0.775,                0.74153,                0.79723,                0.60619,                0.80943,                 1.5298,                0.68035,                  1.057,             0.00071642,             0.00071642,             0.00071642
                    110,                0.65818,                 1.1217,                0.50638,                0.96464,                 0.8681,                0.75682,                0.86067,                0.69758,                0.83686,                0.73518,                0.81562,                0.62052,                0.79707,                 1.4649,                0.67313,                 1.0691,             0.00071462,             0.00071462,             0.00071462
                    111,                0.65017,                 1.0996,                0.50747,                 0.9661,                0.84659,                0.75747,                0.86953,                0.69665,                0.75273,                0.78357,                0.82471,                0.62927,                0.78658,                 1.4697,                0.69744,                 1.0495,             0.00071282,             0.00071282,             0.00071282
                    112,                0.64747,                 1.1325,                0.50355,                 0.9624,                0.76058,                0.82117,                0.85383,                0.67477,                0.71837,                 0.7755,                 0.7776,                0.59815,                0.79567,                 1.4056,                0.67988,                 1.0585,             0.00071102,             0.00071102,             0.00071102
                    113,                0.65125,                 1.1495,                0.50655,                0.96131,                0.88031,                0.75758,                0.85798,                0.68167,                0.85125,                0.73886,                0.81719,                0.61362,                0.82654,                 1.4783,                0.71727,                 1.0822,             0.00070922,             0.00070922,             0.00070922
                    114,                  0.661,                 1.1285,                0.51054,                0.96687,                0.84975,                0.77944,                0.85776,                0.68198,                0.77852,                0.74059,                0.78267,                0.59918,                0.78269,                 1.5109,                0.67474,                 1.0305,             0.00070742,             0.00070742,             0.00070742
                    115,                0.65582,                  1.127,                0.51282,                0.96529,                0.89742,                0.74966,                0.83953,                0.65584,                0.89849,                 0.7502,                0.82163,                0.61954,                0.81373,                 1.4964,                0.68333,                 1.0709,             0.00070562,             0.00070562,             0.00070562
                    116,                0.65238,                 1.1344,                0.50843,                0.96762,                0.88915,                0.74107,                0.83473,                0.66355,                0.74584,                0.77223,                0.76579,                 0.5832,                0.79047,                 1.4709,                0.69271,                 1.0417,             0.00070382,             0.00070382,             0.00070382
                    117,                0.64211,                 1.0889,                0.49858,                0.95882,                0.82493,                0.83689,                0.86828,                0.68231,                0.76153,                0.78033,                0.77508,                0.58871,                0.81892,                 1.4472,                  0.697,                 1.0684,             0.00070202,             0.00070202,             0.00070202
                    118,                0.66329,                 1.1494,                0.51029,                0.96692,                0.79309,                0.81408,                0.82197,                0.65572,                0.74908,                   0.79,                0.78114,                0.59647,                0.80182,                 1.5388,                 0.6826,                 1.0418,             0.00070022,             0.00070022,             0.00070022
                    119,                0.65547,                  1.137,                0.50784,                 0.9691,                0.87347,                0.71882,                0.81979,                0.66079,                0.88087,                0.72602,                0.82122,                0.60786,                0.80914,                 1.4607,                0.69982,                 1.0503,             0.00069842,             0.00069842,             0.00069842
                    120,                0.63554,                 1.0943,                0.50024,                0.95677,                 0.8583,                0.77682,                0.83935,                 0.6862,                0.82658,                0.75825,                 0.7994,                0.61694,                0.77031,                 1.4897,                0.68224,                   1.01,             0.00069662,             0.00069662,             0.00069662
